# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638169.01840 4.331925 10.543708 3.825473 -0.625041 -0.556407 -0.417000 0.354747 0.0004554951 0.0000083498 -0.0001984920 0.0000014721 -0.0000036733 0.0000883726 0.0502795825 -0.0016155584 0.0001445688 0.0040118421 0.0003742909 0.0015651024
1403638169.08507 4.408011 10.607519 3.823170 -0.622056 -0.553855 -0.419425 0.361073 0.0004612733 0.0000058558 -0.0001932253 0.0000013960 -0.0000024808 0.0000828042 0.0509224815 -0.0019966024 0.0001495213 0.0040634971 0.0003765180 0.0015706272
1403638169.15174 4.480075 10.675395 3.817844 -0.620163 -0.550671 -0.419822 0.368658 0.0004661539 0.0000007018 -0.0001883058 0.0000013196 -0.0000003043 0.0000778952 0.0515823226 -0.0023756369 0.0001550056 0.0041085808 0.0003776746 0.0015712083
1403638169.21840 4.552055 10.741081 3.810032 -0.619945 -0.546219 -0.418260 0.377322 0.0004702643 -0.0000073567 -0.0001839980 0.0000014438 0.0000028705 0.0000738145 0.0522921636 -0.0027429404 0.0001604048 0.0041712834 0.0003796537 0.0015771348
1403638169.28507 4.624237 10.816507 3.802424 -0.621504 -0.539398 -0.416249 0.386677 0.0004739577 -0.0000178161 -0.0001791480 0.0000020017 0.0000067342 0.0000695050 0.0529866240 -0.0031222368 0.0001673144 0.0042287636 0.0003786148 0.0015778368
1403638169.35174 4.694749 10.882792 3.788880 -0.625163 -0.527998 -0.415050 0.397646 0.0004782910 -0.0000318460 -0.0001723131 0.0000034652 0.0000114893 0.0000638555 0.0537777091 -0.0035117149 0.0001730586 0.0043028526 0.0003785745 0.0015828486
1403638169.41840 4.770243 10.937391 3.770202 -0.629243 -0.515682 -0.416221 0.406060 0.0004818287 -0.0000436354 -0.0001652723 0.0000052821 0.0000149830 0.0000584258 0.0544606064 -0.0039023425 0.0001819049 0.0043635759 0.0003699720 0.0015771302
1403638169.48507 4.845619 11.001833 3.755225 -0.633523 -0.504282 -0.419817 0.410002 0.0004849051 -0.0000510804 -0.0001592915 0.0000067206 0.0000167977 0.0000540541 0.0550156955 -0.0043223084 0.0001860194 0.0044513961 0.0003665543 0.0015788988
1403638169.55174 4.929550 11.062591 3.743951 -0.637882 -0.494457 -0.425305 0.409554 0.0004869320 -0.0000541779 -0.0001554670 0.0000073478 0.0000173061 0.0000513309 0.0556654969 -0.0047548655 0.0001914815 0.0045335936 0.0003629749 0.0015753511
1403638169.61840 5.013776 11.122669 3.736641 -0.642933 -0.486627 -0.432052 0.403933 0.0004882288 -0.0000527266 -0.0001543725 0.0000070235 0.0000166732 0.0000505077 0.0562875456 -0.0052400737 0.0001954421 0.0046499566 0.0003603852 0.0015782892
1403638169.68507 5.097187 11.174380 3.732278 -0.648314 -0.480663 -0.440144 0.393606 0.0004885604 -0.0000468510 -0.0001557437 0.0000058186 0.0000149220 0.0000513235 0.0568879026 -0.0057259611 0.0001998733 0.0047636611 0.0003606041 0.0015767932
1403638169.75174 5.184324 11.226211 3.727863 -0.653867 -0.475011 -0.448844 0.381263 0.0004888292 -0.0000390515 -0.0001577169 0.0000044542 0.0000125744 0.0000525686 0.0574362333 -0.0062085735 0.0002048409 0.0048971044 0.0003591396 0.0015812774
1403638169.81840 5.277509 11.272703 3.726606 -0.658555 -0.470247 -0.459660 0.365906 0.0004892083 -0.0000273884 -0.0001596556 0.0000028601 0.0000088948 0.0000537624 0.0579523467 -0.0067056048 0.0002081284 0.0050306014 0.0003599478 0.0015782287
1403638169.88507 5.366718 11.320307 3.730126 -0.663078 -0.464741 -0.470835 0.350225 0.0004898069 -0.0000157227 -0.0001606013 0.0000018409 0.0000050967 0.0000543197 0.0584470488 -0.0072333720 0.0002131039 0.0051918745 0.0003591348 0.0015832014
1403638169.95174 5.457485 11.360780 3.738915 -0.665189 -0.456919 -0.485070 0.336831 0.0004931332 -0.0000044393 -0.0001567710 0.0000013837 0.0000013359 0.0000514776 0.0589541695 -0.0077343575 0.0002171143 0.0053503558 0.0003597317 0.0015858926
1403638170.01840 5.544860 11.404246 3.749922 -0.667728 -0.445367 -0.497871 0.328500 0.0004978175 0.0000005757 -0.0001502367 0.0000013570 -0.0000002566 0.0000469651 0.0593924846 -0.0082377137 0.0002219378 0.0055240776 0.0003578774 0.0015912537
1403638170.08507 5.628072 11.446767 3.760297 -0.672418 -0.431811 -0.507220 0.322678 0.0005013722 0.0000002058 -0.0001449927 0.0000013665 -0.0000001463 0.0000435450 0.0598650882 -0.0087241925 0.0002267742 0.0056988068 0.0003563400 0.0015968514
1403638170.15174 5.707847 11.484394 3.767338 -0.679656 -0.417333 -0.512745 0.317795 0.0005029109 -0.0000039873 -0.0001427053 0.0000014058 0.0000010455 0.0000421029 0.0603234359 -0.0091878047 0.0002312681 0.0058731223 0.0003543124 0.0016009499
1403638170.21840 5.784862 11.525616 3.771056 -0.688361 -0.402625 -0.515899 0.312890 0.0005029844 -0.0000098773 -0.0001425226 0.0000015725 0.0000027123 0.0000419921 0.0607234925 -0.0096279235 0.0002357128 0.0060409091 0.0003538634 0.0016064746
1403638170.28507 5.860573 11.556385 3.772778 -0.697628 -0.387756 -0.517768 0.308020 0.0005019914 -0.0000165229 -0.0001436694 0.0000019302 0.0000046466 0.0000427273 0.0611682677 -0.0100614162 0.0002410298 0.0062123249 0.0003513640 0.0016124864
1403638170.35174 5.933283 11.587415 3.771264 -0.707501 -0.373432 -0.518395 0.302088 0.0004997562 -0.0000226875 -0.0001464419 0.0000023849 0.0000065651 0.0000445228 0.0615026991 -0.0104802359 0.0002444250 0.0063394548 0.0003583616 0.0016171714
1403638170.41840 6.004268 11.606646 3.769650 -0.716992 -0.360439 -0.519110 0.294162 0.0004969293 -0.0000264150 -0.0001503193 0.0000027596 0.0000079092 0.0000470851 0.0618329279 -0.0108865924 0.0002487479 0.0065070665 0.0003578925 0.0016226227
1403638170.48507 6.075196 11.640206 3.760735 -0.725977 -0.346453 -0.519347 0.288456 0.0004944838 -0.0000321548 -0.0001529903 0.0000034389 0.0000098659 0.0000489469 0.0620376548 -0.0112767700 0.0002517735 0.0066653165 0.0003612415 0.0016268731
1403638170.55174 6.147851 11.659861 3.757253 -0.733137 -0.330771 -0.520940 0.285872 0.0004934375 -0.0000400966 -0.0001528385 0.0000046142 0.0000123423 0.0000489458 0.0624116872 -0.0116913577 0.0002562792 0.0068503213 0.0003568205 0.0016328427
1403638170.61840 6.221556 11.674349 3.759329 -0.737921 -0.315421 -0.525283 0.282951 0.0004942614 -0.0000461485 -0.0001500954 0.0000056669 0.0000139366 0.0000471737 0.0626263182 -0.0120998190 0.0002585606 0.0070397044 0.0003582155 0.0016362077
1403638170.68507 6.290459 11.685645 3.761200 -0.741540 -0.301367 -0.530903 0.278277 0.0004957826 -0.0000496065 -0.0001469161 0.0000063162 0.0000146219 0.0000451090 0.0627684811 -0.0125127408 0.0002613203 0.0072357353 0.0003567138 0.0016410003
1403638170.75174 6.357991 11.698875 3.766722 -0.745800 -0.289157 -0.535103 0.271728 0.0004961150 -0.0000512112 -0.0001459970 0.0000065554 0.0000149899 0.0000445249 0.0628693505 -0.0128894422 0.0002629470 0.0073388340 0.0003748184 0.0016403451
1403638170.81840 6.429214 11.700154 3.775259 -0.750092 -0.277701 -0.538952 0.264152 0.0004961018 -0.0000516297 -0.0001460857 0.0000066472 0.0000151198 0.0000445660 0.0630006465 -0.0132607745 0.0002660961 0.0075292468 0.0003711053 0.0016457962
1403638170.88507 6.498808 11.706423 3.779920 -0.754361 -0.267590 -0.542420 0.255179 0.0004959303 -0.0000504158 -0.0001469361 0.0000064006 0.0000148495 0.0000450809 0.0630044382 -0.0136360333 0.0002685227 0.0077288698 0.0003708541 0.0016498840
1403638170.95174 6.569452 11.705779 3.785320 -0.758578 -0.257273 -0.545732 0.246062 0.0004956243 -0.0000492257 -0.0001479620 0.0000061596 0.0000146063 0.0000457127 0.0630690422 -0.0140135913 0.0002714159 0.0079236913 0.0003674015 0.0016557663
1403638171.01840 6.637947 11.695806 3.788303 -0.761773 -0.246576 -0.549939 0.237633 0.0004961933 -0.0000483545 -0.0001476095 0.0000059873 0.0000142906 0.0000454462 0.0630665060 -0.0143834177 0.0002737469 0.0081398470 0.0003672661 0.0016588280
1403638171.08507 6.707636 11.673332 3.792382 -0.764302 -0.236063 -0.553791 0.231153 0.0004968037 -0.0000487809 -0.0001465863 0.0000060154 0.0000143079 0.0000447748 0.0629542770 -0.0147569185 0.0002789052 0.0082833303 0.0003718223 0.0016636454
1403638171.15174 6.770497 11.644234 3.793478 -0.766253 -0.227049 -0.556942 0.226100 0.0004973862 -0.0000497199 -0.0001455602 0.0000061694 0.0000144691 0.0000441104 0.0626995388 -0.0151093188 0.0002809196 0.0084699762 0.0003733148 0.0016655296
1403638171.21840 6.836408 11.616492 3.794017 -0.767615 -0.219058 -0.559450 0.223150 0.0004979934 -0.0000516431 -0.0001440101 0.0000065413 0.0000148574 0.0000431441 0.0623680892 -0.0153999993 0.0002829322 0.0086371205 0.0003714013 0.0016706087
1403638171.28507 6.890247 11.576552 3.794964 -0.768548 -0.213474 -0.561487 0.220218 0.0004984128 -0.0000524021 -0.0001432238 0.0000066420 0.0000150038 0.0000426355 0.0620157136 -0.0157533902 0.0002863536 0.0087829575 0.0003751247 0.0016720533
1403638171.35174 6.940549 11.545440 3.791451 -0.769116 -0.209027 -0.563022 0.218573 0.0004989587 -0.0000536077 -0.0001421262 0.0000068846 0.0000152232 0.0000419392 0.0615535804 -0.0159671253 0.0002856823 0.0089512386 0.0003699127 0.0016772339
1403638171.41840 7.004031 11.509032 3.789281 -0.769446 -0.204303 -0.564884 0.217068 0.0004997171 -0.0000546526 -0.0001407116 0.0000071000 0.0000153378 0.0000410668 0.0612156283 -0.0161685614 0.0002867327 0.0091077698 0.0003706189 0.0016777910
1403638171.48507 7.060418 11.462809 3.787623 -0.769707 -0.199269 -0.566823 0.215765 0.0005004058 -0.0000562750 -0.0001391776 0.0000074452 0.0000155997 0.0000401355 0.0608078817 -0.0164451687 0.0002885806 0.0093085180 0.0003681100 0.0016822191
1403638171.55174 7.128128 11.416925 3.783509 -0.769679 -0.193850 -0.568748 0.215736 0.0005011786 -0.0000589758 -0.0001369566 0.0000080233 0.0000160998 0.0000387769 0.0601307994 -0.0167164716 0.0002852948 0.0094665352 0.0003661028 0.0016828399
1403638171.61840 7.188781 11.372945 3.778337 -0.769860 -0.188363 -0.570547 0.215203 0.0005016563 -0.0000615880 -0.0001350846 0.0000086302 0.0000165832 0.0000376803 0.0595403958 -0.0170345091 0.0002913359 0.0096703049 0.0003644310 0.0016873567
1403638171.68507 7.240252 11.319970 3.767063 -0.770479 -0.181316 -0.572211 0.214620 0.0005017221 -0.0000651658 -0.0001334255 0.0000095309 0.0000173258 0.0000367614 0.0590399668 -0.0172685468 0.0002924981 0.0098727585 0.0003631769 0.0016875360
1403638171.75174 7.282456 11.261747 3.760689 -0.771435 -0.173973 -0.573848 0.212886 0.0005016506 -0.0000681721 -0.0001321898 0.0000103261 0.0000179667 0.0000360597 0.0583726709 -0.0174472346 0.0002939186 0.0100398397 0.0003571620 0.0016920116
1403638171.81840 7.334260 11.196322 3.756637 -0.772145 -0.166651 -0.575477 0.211769 0.0005015836 -0.0000713647 -0.0001307219 0.0000112077 0.0000185920 0.0000352744 0.0577299528 -0.0175455818 0.0002945252 0.0101700309 0.0003579048 0.0016903535
1403638171.88507 7.388494 11.124219 3.752645 -0.771809 -0.159489 -0.578114 0.211324 0.0005022307 -0.0000747618 -0.0001278130 0.0000121804 0.0000190221 0.0000336747 0.0569214558 -0.0176801231 0.0002941892 0.0103466412 0.0003509392 0.0016946450
1403638171.95174 7.423248 11.056501 3.746475 -0.770115 -0.155340 -0.582529 0.208455 0.0005045373 -0.0000742122 -0.0001239240 0.0000119584 0.0000182200 0.0000315359 0.0560538584 -0.0178175437 0.0002976762 0.0105277593 0.0003500591 0.0016937574
1403638172.01840 7.464894 10.976500 3.746799 -0.769473 -0.153344 -0.585599 0.203643 0.0005063995 -0.0000709408 -0.0001224856 0.0000109715 0.0000171454 0.0000306931 0.0552880917 -0.0178478826 0.0002978946 0.0106363296 0.0003438168 0.0016968528
1403638172.08507 7.491425 10.889827 3.753172 -0.769354 -0.152581 -0.587627 0.198764 0.0005076650 -0.0000672988 -0.0001221586 0.0000099484 0.0000161740 0.0000304160 0.0543625174 -0.0178752959 0.0003000466 0.0107710992 0.0003400960 0.0016962813
1403638172.15174 7.531702 10.797399 3.756556 -0.769793 -0.151949 -0.588369 0.195328 0.0005081890 -0.0000647450 -0.0001226399 0.0000092689 0.0000155998 0.0000305848 0.0534163166 -0.0178110320 0.0003003881 0.0108480159 0.0003315629 0.0016994435
1403638172.21840 7.565766 10.707337 3.756610 -0.770654 -0.152007 -0.587996 0.192996 0.0005079603 -0.0000631104 -0.0001239472 0.0000088531 0.0000153660 0.0000311999 0.0523996240 -0.0178179661 0.0003067517 0.0109767334 0.0003278656 0.0016991375
1403638172.28507 7.618636 10.596885 3.751906 -0.771183 -0.152060 -0.588056 0.190644 0.0005080673 -0.0000609539 -0.0001249541 0.0000083159 0.0000149518 0.0000316668 0.0514561932 -0.0177941565 0.0003065227 0.0110857653 0.0003198201 0.0017024676
1403638172.35174 7.672220 10.484903 3.748944 -0.771166 -0.152108 -0.588513 0.189257 0.0005084292 -0.0000597410 -0.0001248492 0.0000080159 0.0000146316 0.0000315386 0.0502352083 -0.0178134271 0.0003130877 0.0112766374 0.0003130932 0.0017027869
1403638172.41840 7.704719 10.376707 3.738917 -0.770560 -0.152265 -0.589115 0.189725 0.0005088942 -0.0000600564 -0.0001239760 0.0000080794 0.0000145875 0.0000310685 0.0491065367 -0.0178358213 0.0003115141 0.0114702972 0.0003035689 0.0017067730
1403638172.48507 7.732201 10.267409 3.725117 -0.769164 -0.151861 -0.590441 0.191586 0.0005098374 -0.0000614281 -0.0001216935 0.0000083952 0.0000146197 0.0000299038 0.0480454180 -0.0177691361 0.0003098381 0.0115972813 0.0002941703 0.0017101991
1403638172.55173 7.766276 10.146702 3.705084 -0.767945 -0.151183 -0.591487 0.193772 0.0005105276 -0.0000630861 -0.0001194837 0.0000087836 0.0000147170 0.0000287894 0.0469399379 -0.0176539100 0.0003116725 0.0116808430 0.0002819274 0.0017130581
1403638172.61840 7.789070 10.025121 3.682892 -0.766735 -0.150871 -0.592181 0.196666 0.0005109971 -0.0000653963 -0.0001175575 0.0000093575 0.0000149957 0.0000278688 0.0457820488 -0.0175636612 0.0003080869 0.0118152794 0.0002744218 0.0017171609
1403638172.68507 7.808619 9.905541 3.657416 -0.766390 -0.151348 -0.591594 0.199389 0.0005107126 -0.0000673880 -0.0001170280 0.0000098752 0.0000153836 0.0000276153 0.0445814621 -0.0173791872 0.0003057717 0.0118718538 0.0002627806 0.0017205543
1403638172.75173 7.837519 9.776592 3.628780 -0.766282 -0.152406 -0.590830 0.201258 0.0005105063 -0.0000681726 -0.0001171773 0.0000100789 0.0000155840 0.0000276854 0.0434163474 -0.0171967066 0.0003009535 0.0119374268 0.0002562463 0.0017239711
1403638172.81840 7.867446 9.635160 3.599196 -0.766041 -0.152599 -0.590206 0.203844 0.0005101816 -0.0000700794 -0.0001167923 0.0000105920 0.0000159727 0.0000275152 0.0422067703 -0.0170425769 0.0002976849 0.0120324470 0.0002473290 0.0017270871
1403638172.88507 7.887646 9.490074 3.565207 -0.766195 -0.153271 -0.589056 0.206073 0.0005095826 -0.0000716898 -0.0001171958 0.0000110380 0.0000164074 0.0000277216 0.0408502441 -0.0168335736 0.0002794943 0.0121312053 0.0002472543 0.0017275857
1403638172.95173 7.907367 9.343432 3.530305 -0.767545 -0.153864 -0.586001 0.209292 0.0005076182 -0.0000745915 -0.0001192436 0.0000119102 0.0000174365 0.0000287707 0.0395279500 -0.0165936551 0.0002759658 0.0121916444 0.0002343644 0.0017307797
1403638173.01840 7.923437 9.194258 3.492092 -0.769811 -0.154794 -0.581762 0.212091 0.0005049609 -0.0000773056 -0.0001228358 0.0000127750 0.0000187169 0.0000306456 0.0382414976 -0.0163611548 0.0002685630 0.0122691963 0.0002289017 0.0017347178
1403638173.08507 7.936548 9.033978 3.452705 -0.772999 -0.155634 -0.576175 0.215111 0.0005011140 -0.0000805325 -0.0001278571 0.0000138779 0.0000204577 0.0000333844 0.0369530396 -0.0161039096 0.0002642624 0.0123202478 0.0002181383 0.0017372632
1403638173.15173 7.938925 8.879711 3.409883 -0.775878 -0.157902 -0.571544 0.215450 0.0004983381 -0.0000806913 -0.0001327962 0.0000139955 0.0000214081 0.0000361518 0.0355774148 -0.0157958346 0.0002525707 0.0123726361 0.0002127926 0.0017419769
1403638173.21840 7.953736 8.706855 3.365753 -0.777471 -0.161269 -0.569430 0.212792 0.0004974549 -0.0000770325 -0.0001364143 0.0000128458 0.0000210277 0.0000381701 0.0343007784 -0.0154725705 0.0002470536 0.0123675120 0.0002042238 0.0017431907
1403638173.28507 7.965615 8.535550 3.318431 -0.778445 -0.165702 -0.568433 0.208446 0.0004975640 -0.0000713471 -0.0001394978 0.0000111493 0.0000199042 0.0000398772 0.0329216519 -0.0151625573 0.0002385165 0.0124499115 0.0001957451 0.0017488645
1403638173.35173 7.978093 8.361253 3.267902 -0.779309 -0.171436 -0.568020 0.201597 0.0004980583 -0.0000626644 -0.0001429669 0.0000087829 0.0000178879 0.0000418095 0.0315932589 -0.0148470106 0.0002287396 0.0124982311 0.0001958860 0.0017512753
1403638173.41840 7.989778 8.183110 3.214914 -0.778548 -0.178347 -0.570345 0.191734 0.0005003007 -0.0000501049 -0.0001446050 0.0000059110 0.0000143797 0.0000425714 0.0302880696 -0.0145317985 0.0002205186 0.0125739901 0.0001928418 0.0017552309
1403638173.48507 8.000873 8.004701 3.158164 -0.778796 -0.184906 -0.570942 0.182516 0.0005007366 -0.0000386751 -0.0001475879 0.0000038686 0.0000112934 0.0000442799 0.0289897086 -0.0141948940 0.0002095075 0.0126297089 0.0001934291 0.0017591396
1403638173.55173 8.015000 7.823572 3.097069 -0.778220 -0.189576 -0.572435 0.175363 0.0005015369 -0.0000296430 -0.0001485939 0.0000026061 0.0000086786 0.0000448046 0.0277104315 -0.0138442677 0.0001944581 0.0126650393 0.0002078572 0.0017549807
1403638173.61840 8.032355 7.648254 3.032048 -0.778311 -0.191634 -0.572659 0.171959 0.0005015762 -0.0000255976 -0.0001494903 0.0000021481 0.0000075301 0.0000453366 0.0264773265 -0.0135279161 0.0001881603 0.0127427142 0.0002143925 0.0017568559
1403638173.68507 8.041445 7.474042 2.963503 -0.778647 -0.191889 -0.572597 0.170353 0.0005013887 -0.0000242378 -0.0001501084 0.0000020067 0.0000071584 0.0000457214 0.0252963364 -0.0131953329 0.0001736924 0.0128089427 0.0002244635 0.0017551301
1403638173.75173 8.047451 7.302601 2.897835 -0.779125 -0.191716 -0.572135 0.169914 0.0005010789 -0.0000241896 -0.0001507894 0.0000020027 0.0000071820 0.0000461622 0.0241714945 -0.0128512212 0.0001630678 0.0128655691 0.0002254131 0.0017618455
1403638173.81840 8.055261 7.130800 2.831320 -0.779784 -0.190847 -0.571476 0.170085 0.0005006595 -0.0000250619 -0.0001514830 0.0000020865 0.0000074889 0.0000466236 0.0231060742 -0.0125153924 0.0001527796 0.0129150668 0.0002314255 0.0017676131
1403638173.88507 8.061647 6.956869 2.766827 -0.780634 -0.190950 -0.570689 0.168710 0.0004999858 -0.0000241593 -0.0001528201 0.0000019976 0.0000072925 0.0000475051 0.0220711949 -0.0121797544 0.0001403025 0.0129720123 0.0002374648 0.0017752523
1403638173.95173 8.032091 6.740202 2.705877 -0.780464 -0.190486 -0.571077 0.168708 0.0005003267 -0.0000243235 -0.0001524595 0.0000020120 0.0000073232 0.0000472520 0.0208429906 -0.0116382963 0.0001319064 0.0128505130 0.0002432332 0.0017815177
1403638174.01840 7.967159 6.510464 2.648567 -0.781251 -0.190521 -0.570134 0.168212 0.0004996528 -0.0000242704 -0.0001536553 0.0000020103 0.0000073770 0.0000480529 0.0194937881 -0.0109767318 0.0001183034 0.0126389081 0.0002528853 0.0017911014
1403638174.08507 7.959102 6.334453 2.592898 -0.781629 -0.190213 -0.569662 0.168404 0.0004994579 -0.0000247212 -0.0001540665 0.0000020561 0.0000075410 0.0000483298 0.0185410478 -0.0105872199 0.0001050888 0.0126350834 0.0002619865 0.0018005124
1403638174.15173 7.950201 6.155220 2.538665 -0.782418 -0.190985 -0.568760 0.166913 0.0004986925 -0.0000233375 -0.0001555806 0.0000019252 0.0000071978 0.0000493494 0.0176311937 -0.0102133006 0.0000922975 0.0126433605 0.0002745602 0.0018102706
1403638174.21840 7.939796 5.979599 2.484335 -0.784861 -0.192175 -0.565443 0.165336 0.0004960693 -0.0000223683 -0.0001596233 0.0000018397 0.0000071182 0.0000521833 0.0167444006 -0.0098387179 0.0000814716 0.0126487191 0.0002924259 0.0018183001
1403638174.28507 7.929845 5.796730 2.429058 -0.788235 -0.193586 -0.560590 0.164158 0.0004921337 -0.0000220658 -0.0001651661 0.0000018202 0.0000073287 0.0000562641 0.0159065327 -0.0094652262 0.0000687836 0.0126524262 0.0003091967 0.0018291269
1403638174.35173 7.919804 5.616846 2.370975 -0.791013 -0.194881 -0.556628 0.162741 0.0004888744 -0.0000213491 -0.0001696531 0.0000017658 0.0000073327 0.0000597185 0.0150705621 -0.0090807466 0.0000556125 0.0126721331 0.0003259098 0.0018414655
1403638174.41840 7.910826 5.443234 2.308566 -0.793454 -0.196023 -0.553051 0.161682 0.0004859218 -0.0000208789 -0.0001735432 0.0000017324 0.0000073825 0.0000628346 0.0142778845 -0.0087084396 0.0000464411 0.0126965450 0.0003453120 0.0018520713
1403638174.48507 7.898304 5.263690 2.251913 -0.795008 -0.196717 -0.550634 0.161451 0.0004839474 -0.0000210311 -0.0001760697 0.0000017511 0.0000075787 0.0000649221 0.0135522773 -0.0083494612 0.0000357001 0.0127249580 0.0003651901 0.0018640054
1403638174.55173 7.889965 5.097527 2.193284 -0.797060 -0.197826 -0.547468 0.160746 0.0004813097 -0.0000207518 -0.0001793422 0.0000017333 0.0000076611 0.0000677000 0.0128275123 -0.0079751862 0.0000277177 0.0127439032 0.0003863765 0.0018765817
1403638174.61840 7.882846 4.936236 2.138981 -0.799009 -0.200494 -0.544593 0.157498 0.0004784511 -0.0000174423 -0.0001830478 0.0000014753 0.0000066020 0.0000709158 0.0121849941 -0.0076318688 0.0000220433 0.0127754119 0.0004064595 0.0018881621
1403638174.68507 7.886619 4.759106 2.082807 -0.801008 -0.203158 -0.541571 0.154317 0.0004752969 -0.0000142462 -0.0001869103 0.0000012672 0.0000055310 0.0000743992 0.0115886240 -0.0073074770 0.0000176143 0.0128202060 0.0004299379 0.0018997933
1403638174.75173 7.883232 4.595999 2.032092 -0.803315 -0.204903 -0.538103 0.152134 0.0004719872 -0.0000125281 -0.0001906560 0.0000011753 0.0000049896 0.0000779231 0.0109718515 -0.0069619437 0.0000090565 0.0129187031 0.0004520936 0.0019151463
1403638174.81840 7.879442 4.429151 1.984524 -0.805318 -0.206008 -0.535193 0.150307 0.0004690378 -0.0000113583 -0.0001938699 0.0000011199 0.0000046240 0.0000810544 0.0104303843 -0.0066378525 0.0000063724 0.0129861808 0.0004755984 0.0019277470
1403638174.88507 7.876427 4.267283 1.939655 -0.806116 -0.207263 -0.533964 0.148662 0.0004677093 -0.0000097138 -0.0001954310 0.0000010496 0.0000039875 0.0000825913 0.0099179269 -0.0063023636 -0.0000010887 0.0130586105 0.0004986554 0.0019436390
1403638174.95173 7.875325 4.110021 1.897663 -0.806873 -0.207742 -0.532992 0.147372 0.0004667010 -0.0000087061 -0.0001966388 0.0000010170 0.0000035966 0.0000837919 0.0094583629 -0.0059885007 -0.0000129544 0.0131622524 0.0005291280 0.0019638389
1403638175.01840 7.876305 3.949729 1.857823 -0.806529 -0.207897 -0.533749 0.146296 0.0004672396 -0.0000075517 -0.0001962929 0.0000009762 0.0000031005 0.0000834114 0.0090140979 -0.0056630434 -0.0000084383 0.0132137707 0.0005451314 0.0019741742
1403638175.08507 7.881806 3.795851 1.819025 -0.806430 -0.207558 -0.534181 0.145742 0.0004676564 -0.0000071813 -0.0001960698 0.0000009691 0.0000029399 0.0000831570 0.0086129580 -0.0053579175 -0.0000180951 0.0133420151 0.0005756080 0.0019933520
1403638175.15173 7.887374 3.646604 1.784909 -0.806007 -0.207413 -0.535324 0.144084 0.0004684697 -0.0000056150 -0.0001954805 0.0000009274 0.0000022724 0.0000825267 0.0082465939 -0.0050502636 -0.0000198347 0.0134456148 0.0005936366 0.0020074852
