# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1520530314.69978 1.128076 -0.298954 1.317719 0.037476 0.010096 0.056861 0.997627 0.0001028147 0.0000449185 0.0000479554 0.0001683380 0.0001496263 0.0015455884 0.0094287373 -0.0008297643 0.0018690552 0.0026228985 0.0006635514 0.0035068464
1520530314.74978 1.158525 -0.309766 1.345011 0.038787 0.005724 0.063729 0.997197 0.0000799750 0.0000361698 0.0000655177 0.0001502645 0.0001263112 0.0014832747 0.0083767571 -0.0008083203 0.0014136145 0.0025967693 0.0006961639 0.0033715222
1520530314.79979 1.173033 -0.316026 1.369415 0.038193 0.000880 0.072563 0.996632 0.0000848332 0.0000357574 0.0000805892 0.0001469047 0.0001246723 0.0014969431 0.0078995057 -0.0006972120 0.0015959819 0.0025414518 0.0006226079 0.0034603047
1520530314.84978 1.180148 -0.323364 1.393178 0.031610 -0.004473 0.079812 0.996299 0.0000886119 0.0000301773 0.0000929719 0.0001141641 0.0001184012 0.0015100847 0.0074292385 -0.0006031180 0.0018874113 0.0024915927 0.0005136156 0.0035170202
1520530314.89981 1.236219 -0.329488 1.439912 0.023639 -0.006546 0.090743 0.995572 0.0000571426 0.0000112108 0.0000578191 0.0000982009 0.0000686769 0.0014706045 0.0062557709 -0.0007096875 0.0014082832 0.0024938408 0.0004339417 0.0033335954
1520530314.94981 1.234228 -0.330645 1.457649 0.009300 -0.010747 0.099581 0.994928 0.0000519605 0.0000176985 0.0000674199 0.0000556506 0.0000269607 0.0012715707 0.0049822454 -0.0004133240 0.0009677070 0.0022435807 0.0003307423 0.0026265895
1520530314.99992 1.247996 -0.336474 1.484908 -0.003697 -0.018657 0.104299 0.994364 0.0000556957 0.0000148559 0.0000851006 0.0000541167 -0.0000065600 0.0012809658 0.0048631311 -0.0004118787 0.0010041855 0.0022322532 0.0003032525 0.0026756014
1520530315.04982 1.261936 -0.342121 1.511425 -0.014090 -0.025295 0.107672 0.993765 0.0000498956 0.0000117424 0.0000881614 0.0000567863 -0.0000364563 0.0012719493 0.0047800280 -0.0004737795 0.0009118450 0.0022210852 0.0002418539 0.0025809348
1520530315.09982 1.270649 -0.347426 1.535382 -0.020767 -0.027084 0.107781 0.993589 0.0000428333 0.0000062982 0.0000844391 0.0000541658 -0.0000585569 0.0012536985 0.0045813450 -0.0004860136 0.0007954214 0.0022039197 0.0002131546 0.0025064376
1520530315.14982 1.287220 -0.356475 1.549832 -0.024747 -0.026864 0.103199 0.993990 0.0000311492 0.0000022475 0.0000643114 0.0000468879 -0.0000555964 0.0011930579 0.0044672043 -0.0004968130 0.0007143047 0.0021789664 0.0001580987 0.0023846795
1520530315.19982 1.293848 -0.359165 1.560067 -0.026693 -0.027383 0.105976 0.993633 0.0000322528 0.0000021814 0.0000648883 0.0000491009 -0.0000602945 0.0011991251 0.0045063956 -0.0005122777 0.0007492066 0.0021742070 0.0001350210 0.0024198400
1520530315.24982 1.297172 -0.361519 1.561627 -0.030150 -0.028975 0.107287 0.993348 0.0000334314 0.0000012029 0.0000680071 0.0000480092 -0.0000684285 0.0012058125 0.0045332631 -0.0005231071 0.0007873974 0.0021661537 0.0001084578 0.0024545420
1520530315.29964 1.296599 -0.362226 1.556913 -0.033806 -0.029993 0.107739 0.993152 0.0000329883 0.0000010972 0.0000654048 0.0000505949 -0.0000760279 0.0012035520 0.0045644159 -0.0005347023 0.0008256508 0.0021534351 0.0000708518 0.0024647500
1520530315.34964 1.294625 -0.363728 1.541122 -0.034703 -0.029326 0.106330 0.993292 0.0000339313 0.0000013727 0.0000639157 0.0000529887 -0.0000773159 0.0012118792 0.0046015966 -0.0005482715 0.0008659081 0.0021434336 0.0000414993 0.0025063572
1520530315.39964 1.289714 -0.364127 1.518142 -0.030678 -0.027437 0.104337 0.993690 0.0000347328 0.0000023483 0.0000607759 0.0000540121 -0.0000668410 0.0012219816 0.0046384321 -0.0005617339 0.0009071558 0.0021314006 0.0000088842 0.0025505643
1520530315.44964 1.284895 -0.364142 1.492584 -0.020815 -0.027182 0.103866 0.994002 0.0000282209 0.0000022693 0.0000627823 0.0000358349 -0.0000415824 0.0012228446 0.0041120497 -0.0004569084 0.0006133002 0.0020894916 0.0000272814 0.0022557451
1520530315.49964 1.275787 -0.362956 1.469784 -0.005356 -0.028657 0.106642 0.993870 0.0000241310 0.0000048171 0.0000709181 0.0000255101 -0.0000050233 0.0012051535 0.0038521826 -0.0003841889 0.0004190332 0.0020490071 0.0000540014 0.0020244292
1520530315.54964 1.254501 -0.359139 1.429346 0.011735 -0.027185 0.110088 0.993481 0.0000241090 0.0000073147 0.0000744778 0.0000252315 0.0000343321 0.0011838428 0.0033778916 -0.0002724254 0.0002525859 0.0020019158 0.0000828995 0.0019498264
1520530315.59965 1.233558 -0.354795 1.392232 0.029033 -0.025213 0.111727 0.992995 0.0000231214 0.0000084825 0.0000743668 0.0000277250 0.0000735099 0.0011852110 0.0033234874 -0.0002526345 0.0002679168 0.0019738784 0.0000704409 0.0019343195
1520530315.64965 1.205474 -0.348361 1.354830 0.045648 -0.024019 0.112742 0.992285 0.0000222384 0.0000101025 0.0000731407 0.0000336702 0.0001094151 0.0011773553 0.0032774279 -0.0002371122 0.0002856642 0.0019456440 0.0000582983 0.0019175447
1520530315.69964 1.181679 -0.341847 1.315080 0.060729 -0.023171 0.111168 0.991674 0.0000217358 0.0000109766 0.0000712949 0.0000395971 0.0001405526 0.0011672876 0.0032019631 -0.0002181123 0.0002954614 0.0019156412 0.0000481279 0.0019094462
1520530315.74964 1.152276 -0.332984 1.274719 0.074118 -0.019965 0.110228 0.990938 0.0000204476 0.0000113302 0.0000663577 0.0000482536 0.0001738314 0.0011640958 0.0031646469 -0.0002085673 0.0003005355 0.0018872079 0.0000385837 0.0018941720
1520530315.79964 1.116334 -0.322418 1.239437 0.087332 -0.016260 0.109295 0.990032 0.0000202433 0.0000122781 0.0000608862 0.0000594063 0.0002051840 0.0011610145 0.0031550428 -0.0002028467 0.0002940767 0.0018604992 0.0000302897 0.0018878444
1520530315.84964 1.077301 -0.311520 1.207561 0.100493 -0.012001 0.106884 0.989107 0.0000199326 0.0000125713 0.0000537048 0.0000722437 0.0002363129 0.0011563426 0.0031387867 -0.0001936654 0.0002860836 0.0018359936 0.0000211805 0.0018809173
1520530315.89964 1.038355 -0.302276 1.179941 0.113911 -0.004601 0.100629 0.988371 0.0000186669 0.0000109259 0.0000385520 0.0000867292 0.0002676732 0.0011474324 0.0030998071 -0.0001765927 0.0002650464 0.0018139607 0.0000140799 0.0018593963
1520530315.94965 0.995953 -0.294727 1.162368 0.126950 0.001435 0.095415 0.987308 0.0000183155 0.0000087551 0.0000259359 0.0001030849 0.0002980119 0.0011392453 0.0030765219 -0.0001603922 0.0002568840 0.0017978643 0.0000034091 0.0018519603
1520530315.99965 0.953124 -0.289059 1.153522 0.136796 0.005352 0.090434 0.986448 0.0000176882 0.0000071222 0.0000155850 0.0001164433 0.0003208925 0.0011250405 0.0030382713 -0.0001401594 0.0002500090 0.0017817142 -0.0000003776 0.0018324917
1520530316.04965 0.916225 -0.290792 1.157163 0.142751 0.005072 0.087031 0.985912 0.0000166799 0.0000092588 0.0000189070 0.0001201781 0.0003276366 0.0011093931 0.0029609285 -0.0000974703 0.0002037135 0.0017643779 0.0000057370 0.0017781942
1520530316.10022 0.878405 -0.294952 1.169942 0.142463 0.002947 0.084141 0.986213 0.0000161326 0.0000109166 0.0000240656 0.0001179137 0.0003250761 0.0011056061 0.0029080769 -0.0000657850 0.0001891074 0.0017546941 0.0000028653 0.0017476622
1520530316.15022 0.826368 -0.302024 1.189838 0.137123 -0.001144 0.088306 0.986609 0.0000159574 0.0000129828 0.0000343125 0.0001098016 0.0003112861 0.0011007584 0.0028497398 -0.0000565016 0.0001934639 0.0017566758 -0.0000022553 0.0017297965
1520530316.20022 0.785972 -0.311026 1.217739 0.128692 -0.003449 0.086465 0.987902 0.0000157915 0.0000133344 0.0000397636 0.0000973482 0.0002906651 0.0011072786 0.0028056362 -0.0000416399 0.0001818895 0.0017634620 -0.0000090889 0.0017174641
1520530316.25023 0.745363 -0.320245 1.250813 0.118434 -0.001498 0.081629 0.989600 0.0000148877 0.0000102919 0.0000334896 0.0000844690 0.0002687223 0.0011202456 0.0027657090 -0.0000294907 0.0001803894 0.0017760892 -0.0000151343 0.0017078784
1520530316.30023 0.708484 -0.329557 1.287363 0.106366 0.001525 0.075102 0.991486 0.0000141669 0.0000066599 0.0000227298 0.0000721992 0.0002447526 0.0011368847 0.0027456547 -0.0000178252 0.0001816374 0.0017944900 -0.0000224570 0.0017017629
1520530316.35023 0.672667 -0.338422 1.324836 0.094024 0.003436 0.067489 0.993274 0.0000136329 0.0000035159 0.0000142283 0.0000587162 0.0002177530 0.0011522434 0.0027260636 -0.0000090550 0.0001841310 0.0018166697 -0.0000298069 0.0016963416
1520530316.40023 0.637107 -0.346731 1.362289 0.082482 0.004420 0.061583 0.994678 0.0000137138 0.0000024995 0.0000102744 0.0000495244 0.0001933539 0.0011673638 0.0027209085 0.0000026203 0.0001857928 0.0018444829 -0.0000374902 0.0016912161
1520530316.45023 0.602532 -0.356041 1.399672 0.072749 0.005420 0.055530 0.995788 0.0000138406 0.0000016452 0.0000058487 0.0000427677 0.0001723327 0.0011802004 0.0027179202 0.0000137064 0.0001876122 0.0018775406 -0.0000458025 0.0016864979
1520530316.50023 0.573034 -0.361790 1.433999 0.062758 0.006624 0.050643 0.996721 0.0000134333 -0.0000000358 0.0000005015 0.0000345516 0.0001483894 0.0011868987 0.0027074272 0.0000147118 0.0001942425 0.0019058755 -0.0000497471 0.0016796214
1520530316.55028 0.537186 -0.371206 1.467050 0.051122 0.008273 0.049700 0.997421 0.0000131769 -0.0000012791 -0.0000079154 0.0000271337 0.0001160004 0.0011659438 0.0026712013 -0.0000068295 0.0002060428 0.0019194056 -0.0000483285 0.0016711712
1520530316.60028 0.504839 -0.378232 1.496309 0.040515 0.008197 0.050502 0.997868 0.0000131442 -0.0000014462 -0.0000086765 0.0000225866 0.0000925415 0.0011733331 0.0026786469 0.0000008591 0.0002069778 0.0019567143 -0.0000541107 0.0016654385
1520530316.65028 0.472134 -0.385981 1.522833 0.032390 0.007582 0.052732 0.998054 0.0000132721 -0.0000012421 -0.0000079828 0.0000199580 0.0000741063 0.0011810215 0.0026897109 0.0000084312 0.0002087061 0.0019983611 -0.0000601453 0.0016604948
1520530316.70028 0.439428 -0.393156 1.544767 0.025842 0.008092 0.050583 0.998353 0.0000134492 -0.0000013649 -0.0000107451 0.0000183452 0.0000592603 0.0011872197 0.0027035938 0.0000163723 0.0002098878 0.0020464532 -0.0000671766 0.0016562603
1520530316.75028 0.405571 -0.403175 1.561905 0.020492 0.009606 0.045174 0.998723 0.0000134677 -0.0000017722 -0.0000168303 0.0000170164 0.0000446990 0.0011798321 0.0027114435 0.0000099997 0.0002139013 0.0020778942 -0.0000696256 0.0016510724
1520530316.80028 0.371455 -0.412749 1.572766 0.016100 0.011961 0.038832 0.999044 0.0000134562 -0.0000015441 -0.0000232850 0.0000162674 0.0000354618 0.0011834089 0.0027251802 0.0000044228 0.0002189426 0.0021025244 -0.0000651706 0.0016431943
1520530316.85029 0.335944 -0.424958 1.578470 0.012473 0.014404 0.032608 0.999287 0.0000138004 -0.0000016866 -0.0000298004 0.0000157745 0.0000274097 0.0011882084 0.0027457430 0.0000095185 0.0002195617 0.0021565767 -0.0000709902 0.0016397621
1520530316.90029 0.307481 -0.435152 1.578529 0.008333 0.017284 0.026379 0.999468 0.0000141944 -0.0000015922 -0.0000359983 0.0000146926 0.0000193792 0.0011892251 0.0027400846 -0.0000074365 0.0002233034 0.0021957335 -0.0000728089 0.0016355367
1520530316.94977 0.275061 -0.447466 1.573034 0.005405 0.015948 0.020576 0.999646 0.0000136386 -0.0000012938 -0.0000335956 0.0000145456 0.0000128250 0.0011935360 0.0027592224 -0.0000115376 0.0002227089 0.0022150718 -0.0000689100 0.0016303097
1520530316.99977 0.242038 -0.460740 1.562344 0.006437 0.012966 0.014976 0.999783 0.0000134021 -0.0000012789 -0.0000267105 0.0000147359 0.0000149730 0.0011989763 0.0027849295 -0.0000101763 0.0002208754 0.0022725434 -0.0000762728 0.0016290579
1520530317.04978 0.216477 -0.471163 1.547542 0.011587 0.010570 0.009874 0.999828 0.0000130290 -0.0000015013 -0.0000195381 0.0000151467 0.0000271539 0.0012020837 0.0027984081 -0.0000049389 0.0002158321 0.0023237087 -0.0000810970 0.0016271018
1520530317.09978 0.186273 -0.477171 1.527327 0.017533 0.008690 0.004622 0.999798 0.0000130095 -0.0000016999 -0.0000158146 0.0000159916 0.0000412306 0.0011979891 0.0028200167 -0.0000070492 0.0002131946 0.0023716789 -0.0000875469 0.0016265174
1520530317.14978 0.156585 -0.486941 1.504936 0.024225 0.006988 0.003727 0.999675 0.0000126902 -0.0000017853 -0.0000129519 0.0000169739 0.0000576232 0.0011952833 0.0028139087 -0.0000215466 0.0002117527 0.0023938459 -0.0000896084 0.0016252862
1520530317.19978 0.125140 -0.494970 1.478424 0.030864 0.006013 0.002463 0.999502 0.0000126614 -0.0000016418 -0.0000106700 0.0000184292 0.0000740140 0.0011875433 0.0027879910 -0.0000475247 0.0002121414 0.0024327461 -0.0000937894 0.0016244020
1520530317.24978 0.097212 -0.494238 1.446924 0.038243 0.002057 0.001190 0.999266 0.0000118393 -0.0000006761 -0.0000000030 0.0000208790 0.0000924661 0.0011885628 0.0028096904 -0.0000478862 0.0002119869 0.0024590457 -0.0000886430 0.0016203153
1520530317.29978 0.067251 -0.492383 1.414078 0.046390 -0.004598 -0.003257 0.998908 0.0000118672 0.0000008113 0.0000145163 0.0000238076 0.0001116384 0.0011828593 0.0028151821 -0.0000588455 0.0002145650 0.0024910855 -0.0000885403 0.0016182503
1520530317.34974 0.037626 -0.494882 1.380885 0.053299 -0.014648 -0.005203 0.998458 0.0000129585 0.0000037204 0.0000378313 0.0000269323 0.0001285062 0.0011766530 0.0027863581 -0.0000860070 0.0002188867 0.0025342680 -0.0000899948 0.0016167497
1520530317.39975 0.008388 -0.493461 1.348346 0.057242 -0.026328 -0.008907 0.997973 0.0000152071 0.0000072941 0.0000645571 0.0000285485 0.0001349617 0.0011612081 0.0028021759 -0.0000800504 0.0002154057 0.0025968927 -0.0000934255 0.0016141136
1520530317.44975 -0.036440 -0.498602 1.317187 0.059532 -0.039662 -0.011053 0.997377 0.0000191261 0.0000112151 0.0000930123 0.0000292364 0.0001404059 0.0011602349 0.0027934528 -0.0000900494 0.0002216032 0.0026595562 -0.0000938919 0.0016118616
1520530317.49975 -0.072398 -0.495227 1.285144 0.062529 -0.047885 -0.012661 0.996813 0.0000225139 0.0000142648 0.0001117139 0.0000310870 0.0001476721 0.0011591259 0.0028131561 -0.0000809972 0.0002228444 0.0027407040 -0.0000981915 0.0016111196
1520530317.54975 -0.109684 -0.489377 1.254745 0.065252 -0.052006 -0.014764 0.996403 0.0000244460 0.0000161719 0.0001209174 0.0000329965 0.0001545950 0.0011599652 0.0028372156 -0.0000669978 0.0002240101 0.0028323453 -0.0001033424 0.0016108681
1520530317.59975 -0.151050 -0.484517 1.226339 0.068294 -0.049939 -0.018401 0.996245 0.0000232110 0.0000162771 0.0001150909 0.0000349414 0.0001625410 0.0011633703 0.0028491374 -0.0000661627 0.0002283677 0.0029152305 -0.0001054648 0.0016103225
1520530317.64975 -0.192576 -0.470480 1.198483 0.071922 -0.043189 -0.024480 0.996174 0.0000194492 0.0000148247 0.0000975085 0.0000368383 0.0001689424 0.0011395715 0.0027851396 -0.0000926241 0.0002259403 0.0029688800 -0.0001043133 0.0016075795
1520530317.69976 -0.237550 -0.463165 1.173145 0.078972 -0.032734 -0.030002 0.995887 0.0000156299 0.0000120868 0.0000720779 0.0000417888 0.0001849143 0.0011413396 0.0028026997 -0.0000795876 0.0002288438 0.0030734294 -0.0001085667 0.0016081126
1520530317.75024 -0.287229 -0.460199 1.150750 0.089165 -0.024492 -0.032551 0.995184 0.0000133979 0.0000097598 0.0000512283 0.0000496774 0.0002072639 0.0011380563 0.0028161845 -0.0000704594 0.0002325918 0.0031775471 -0.0001129720 0.0016092120
1520530317.80024 -0.329818 -0.447637 1.130947 0.101498 -0.015621 -0.036546 0.994042 0.0000118639 0.0000064580 0.0000291444 0.0000605958 0.0002343405 0.0011326747 0.0028410265 -0.0000493132 0.0002364472 0.0032975971 -0.0001179317 0.0016107705
1520530317.85024 -0.373251 -0.435936 1.114359 0.114371 -0.010797 -0.042587 0.992466 0.0000113667 0.0000040188 0.0000155258 0.0000734977 0.0002622443 0.0011242920 0.0028651158 -0.0000264711 0.0002403277 0.0034268741 -0.0001235473 0.0016128409
1520530317.90024 -0.417619 -0.424954 1.101535 0.126302 -0.008308 -0.049461 0.990723 0.0000111002 0.0000024960 0.0000073748 0.0000859735 0.0002864837 0.0011130695 0.0028929036 -0.0000072258 0.0002462774 0.0035547767 -0.0001276763 0.0016152046
1520530317.95024 -0.469809 -0.424153 1.094175 0.136510 -0.004799 -0.057878 0.988935 0.0000106206 -0.0000007273 -0.0000065895 0.0000971784 0.0003049004 0.0010887741 0.0028410154 -0.0000965486 0.0002595809 0.0035479054 -0.0001238852 0.0016177253
1520530318.00024 -0.514378 -0.416894 1.092063 0.144143 -0.002091 -0.072260 0.986913 0.0000108451 -0.0000042014 -0.0000180527 0.0001064808 0.0003197010 0.0010818532 0.0028722499 -0.0000837429 0.0002669114 0.0036821460 -0.0001296035 0.0016215506
1520530318.05025 -0.556291 -0.412223 1.096398 0.147127 -0.001146 -0.087754 0.985216 0.0000110197 -0.0000064778 -0.0000253393 0.0001100020 0.0003252274 0.0010807490 0.0029038589 -0.0000730321 0.0002747328 0.0038145341 -0.0001353426 0.0016257881
1520530318.10025 -0.595145 -0.409417 1.106444 0.143798 0.002992 -0.102975 0.984230 0.0000116935 -0.0000101620 -0.0000386922 0.0001050630 0.0003179549 0.0010885833 0.0029359233 -0.0000711628 0.0002846565 0.0039347842 -0.0001389796 0.0016299557
1520530318.15082 -0.627072 -0.407138 1.122519 0.134775 0.010145 -0.117655 0.983814 0.0000128175 -0.0000138917 -0.0000559603 0.0000921334 0.0002969270 0.0011001253 0.0029616283 -0.0000732344 0.0002918710 0.0040405923 -0.0001422030 0.0016334144
1520530318.20077 -0.655607 -0.409368 1.143676 0.122283 0.016562 -0.128609 0.983988 0.0000142425 -0.0000157690 -0.0000699238 0.0000766711 0.0002691327 0.0011167587 0.0029897134 -0.0000746109 0.0002979008 0.0041429128 -0.0001461728 0.0016363437
1520530318.25077 -0.674993 -0.414776 1.171541 0.108841 0.021894 -0.137473 0.984264 0.0000153425 -0.0000156924 -0.0000795128 0.0000615406 0.0002377959 0.0011317471 0.0030197139 -0.0000790030 0.0003051215 0.0042267505 -0.0001489670 0.0016389827
1520530318.30077 -0.696145 -0.418970 1.199571 0.095583 0.027399 -0.146267 0.984235 0.0000164551 -0.0000159949 -0.0000904918 0.0000483478 0.0002078020 0.0011438278 0.0029498398 -0.0000741737 0.0002731402 0.0042743716 -0.0001468988 0.0016270917
1520530318.35077 -0.708316 -0.426168 1.231288 0.083319 0.034153 -0.152990 0.984117 0.0000185628 -0.0000154962 -0.0001035582 0.0000380099 0.0001780992 0.0011559925 0.0029845104 -0.0000847728 0.0002793900 0.0043215068 -0.0001498765 0.0016294354
1520530318.40078 -0.718419 -0.433267 1.263901 0.071368 0.039119 -0.157309 0.984190 0.0000199439 -0.0000140736 -0.0001119710 0.0000295139 0.0001497963 0.0011662429 0.0029869812 -0.0000954846 0.0002752564 0.0043529494 -0.0001520681 0.0016284953
1520530318.45078 -0.723664 -0.439605 1.298087 0.060125 0.043636 -0.157761 0.984679 0.0000207780 -0.0000123746 -0.0001182178 0.0000229501 0.0001234675 0.0011741915 0.0029532394 -0.0000942601 0.0002613965 0.0043619866 -0.0001504339 0.0016250785
1520530318.50078 -0.720459 -0.446560 1.333598 0.050270 0.047651 -0.156499 0.985246 0.0000219634 -0.0000104215 -0.0001242232 0.0000182587 0.0000996500 0.0011812925 0.0029797769 -0.0001059813 0.0002638227 0.0043555121 -0.0001520689 0.0016262046
1520530318.55078 -0.704926 -0.452014 1.370665 0.041572 0.051868 -0.156267 0.985476 0.0000232623 -0.0000085251 -0.0001305046 0.0000144440 0.0000773875 0.0011862663 0.0029846318 -0.0001169900 0.0002588528 0.0043299883 -0.0001533368 0.0016250215
1520530318.60057 -0.692198 -0.454673 1.404825 0.032297 0.055146 -0.153499 0.986080 0.0000240200 -0.0000063746 -0.0001350849 0.0000116907 0.0000554902 0.0011915915 0.0029723109 -0.0001179300 0.0002516849 0.0042761012 -0.0001528111 0.0016242377
1520530318.65057 -0.672439 -0.457467 1.437678 0.021827 0.059818 -0.151004 0.986480 0.0000256106 -0.0000036320 -0.0001424084 0.0000097610 0.0000298564 0.0011956973 0.0029863290 -0.0001218190 0.0002510431 0.0042114408 -0.0001533658 0.0016253178
1520530318.70057 -0.646841 -0.459231 1.467994 0.011518 0.064899 -0.148234 0.986753 0.0000276347 -0.0000006159 -0.0001507736 0.0000090011 0.0000043109 0.0011983552 0.0030071603 -0.0001263314 0.0002517119 0.0041363264 -0.0001541596 0.0016269156
1520530318.75057 -0.616579 -0.459159 1.493974 0.001930 0.067149 -0.143396 0.987383 0.0000278676 0.0000025786 -0.0001518572 0.0000087750 -0.0000198443 0.0011931551 0.0030161859 -0.0001296595 0.0002494812 0.0040371583 -0.0001550378 0.0016274221
1520530318.80057 -0.587595 -0.456829 1.514339 -0.007434 0.066823 -0.137763 0.988180 0.0000265469 0.0000050776 -0.0001477207 0.0000097745 -0.0000403743 0.0011952101 0.0030038107 -0.0001214453 0.0002471176 0.0039310298 -0.0001546139 0.0016292003
1520530318.85057 -0.549579 -0.453116 1.528838 -0.015972 0.063413 -0.131833 0.989113 0.0000239554 0.0000068329 -0.0001371964 0.0000112757 -0.0000585613 0.0011993504 0.0030346410 -0.0001184031 0.0002492969 0.0038217798 -0.0001547639 0.0016316825
1520530318.90058 -0.508644 -0.449945 1.535051 -0.021962 0.055042 -0.122864 0.990653 0.0000194638 0.0000068266 -0.0001163049 0.0000124206 -0.0000692423 0.0012065500 0.0030678439 -0.0001153494 0.0002515396 0.0037118189 -0.0001547275 0.0016343548
1520530318.95058 -0.460183 -0.442750 1.532400 -0.024028 0.044992 -0.111562 0.992448 0.0000151217 0.0000055231 -0.0000920183 0.0000118804 -0.0000700111 0.0012136744 0.0030196196 -0.0001465820 0.0002458121 0.0035643517 -0.0001555036 0.0016360042
1520530318.99996 -0.414742 -0.437524 1.521699 -0.021389 0.038115 -0.100995 0.993926 0.0000130097 0.0000040875 -0.0000771320 0.0000108731 -0.0000608357 0.0012186344 0.0030488979 -0.0001476755 0.0002479719 0.0034420297 -0.0001551013 0.0016389992
1520530319.04996 -0.367111 -0.429850 1.502591 -0.016263 0.035099 -0.091016 0.995098 0.0000122790 0.0000029772 -0.0000718054 0.0000095929 -0.0000469734 0.0012239496 0.0030593288 -0.0001422099 0.0002503316 0.0033208175 -0.0001521493 0.0016407092
1520530319.09996 -0.312198 -0.434517 1.476075 -0.009464 0.032340 -0.081260 0.996123 0.0000115280 0.0000021904 -0.0000680643 0.0000081978 -0.0000301647 0.0012254226 0.0030627900 -0.0001175529 0.0002515029 0.0031541274 -0.0001548547 0.0016423709
1520530319.14996 -0.264099 -0.425901 1.446231 -0.000552 0.028094 -0.069521 0.997185 0.0000106845 0.0000008190 -0.0000597659 0.0000074235 -0.0000066970 0.0012308578 0.0030936730 -0.0001117294 0.0002520232 0.0030460747 -0.0001533918 0.0016428921
